cluster	cluster_id	num_samples	representative	feature	feature_alt	gene	gene_alt	product	product_alt	name	name_alt	dbxref	dbxref_alt	6952-4-17	6952-4-19	6999-1-11	6999-1-3	6999-5-12	6999-5-5	6999-7-20	7001-3-2	7553-4-28	7622-3-93	7622-4-37	7622-4-48	7622-5-52	7622-5-56	7622-5-93
Cluster_4350	Cluster_4350	10	7622-5-56_HCMIMP_03235__7622-5-56_HCMIMP_03240	unannotated	CDS			Chlorohydrolase		Chlorohydrolase		SO:0001217,UniRef:UniRef50_A0A1X1L807,UniRef:UniRef90_A0A1X1L807		6952-4-17_LCDOPK_05675__6952-4-17_LCDOPK_05680		6999-1-11_GAMHDO_05805__6999-1-11_GAMHDO_05810		6999-5-12_GABGCO_02255__6999-5-12_GABGCO_02260	6999-5-5_IEJANN_05255__6999-5-5_IEJANN_05260			7553-4-28_BBELPC_05620__7553-4-28_BBELPC_05625		7622-4-37_HCELOA_06540__7622-4-37_HCELOA_06545	7622-4-48_OIGNLO_10735__7622-4-48_OIGNLO_10740	7622-5-52_DJJKEI_06545__7622-5-52_DJJKEI_06550	7622-5-56_HCMIMP_03235__7622-5-56_HCMIMP_03240	7622-5-93_FBDJDO_00865,7622-5-93_FBDJDO_03855__7622-5-93_FBDJDO_03860
norM.2	Cluster_4351	15	7622-5-56_HCMIMP_03275	CDS		norM		Na+-driven multidrug efflux pump, DinF/NorM/MATE family		Na+-driven multidrug efflux pump, DinF/NorM/MATE family		COG:COG0534,COG:V,RefSeq:WP_001036271.1,SO:0001217,UniParc:UPI0000051A58,UniRef:UniRef100_O33729,UniRef:UniRef50_V8BG68,UniRef:UniRef90_A0A098Z8B0	COG:COG0534,COG:V,RefSeq:WP_001036293.1,SO:0001217,UniParc:UPI000152D460,UniRef:UniRef100_A0A0E8Z0S1,UniRef:UniRef50_V8BG68,UniRef:UniRef90_A0A098Z8B0;COG:COG0534,COG:V,SO:0001217,UniRef:UniRef50_V8BG68,UniRef:UniRef90_A0A098Z8B0;COG:COG0534,COG:V,RefSeq:WP_001036274.1,SO:0001217,UniParc:UPI0002735945,UniRef:UniRef100_A0A9P1RGI3,UniRef:UniRef50_V8BG68,UniRef:UniRef90_A0A098Z8B0	6952-4-17_LCDOPK_05635	6952-4-19_IDAKCO_04670	6999-1-11_GAMHDO_05765	6999-1-3_MFDHOJ_04945	6999-5-12_GABGCO_02215	6999-5-5_IEJANN_05215	6999-7-20_BDNIPI_08525	7001-3-2_ILCIHP_06385	7553-4-28_BBELPC_05580	7622-3-93_BNKJJA_01665	7622-4-37_HCELOA_06505	7622-4-48_OIGNLO_09285	7622-5-52_DJJKEI_06505	7622-5-56_HCMIMP_03275	7622-5-93_FBDJDO_03895
Cluster_4352	Cluster_4352	15	7622-5-56_HCMIMP_03305__7622-5-56_HCMIMP_03310	unannotated										6952-4-17_LCDOPK_05600__6952-4-17_LCDOPK_05605	6952-4-19_IDAKCO_04705__6952-4-19_IDAKCO_04710	6999-1-11_GAMHDO_05730__6999-1-11_GAMHDO_05735	6999-1-3_MFDHOJ_04910__6999-1-3_MFDHOJ_04915	6999-5-12_GABGCO_02180__6999-5-12_GABGCO_02185	6999-5-5_IEJANN_05180__6999-5-5_IEJANN_05185	6999-7-20_BDNIPI_08555__6999-7-20_BDNIPI_08560,6999-7-20_BDNIPI_08560__6999-7-20_BDNIPI_08565	7001-3-2_ILCIHP_06345__7001-3-2_ILCIHP_06350	7553-4-28_BBELPC_05545__7553-4-28_BBELPC_05550	7622-3-93_BNKJJA_01630__7622-3-93_BNKJJA_01635	7622-4-37_HCELOA_06470__7622-4-37_HCELOA_06475	7622-4-48_OIGNLO_09315__7622-4-48_OIGNLO_09320	7622-5-52_DJJKEI_06470__7622-5-52_DJJKEI_06475	7622-5-56_HCMIMP_03305__7622-5-56_HCMIMP_03310	7622-5-93_FBDJDO_03925__7622-5-93_FBDJDO_03930
trnC	Cluster_4353	15	7622-5-56_HCMIMP_03355	tRNA		trnC		tRNA-Cys(gca)		tRNA-Cys(gca)		SO:0000258		6952-4-17_LCDOPK_05560	6952-4-19_IDAKCO_04750	6999-1-11_GAMHDO_05690	6999-1-3_MFDHOJ_04870	6999-5-12_GABGCO_02135	6999-5-5_IEJANN_05140	6999-7-20_BDNIPI_08605	7001-3-2_ILCIHP_06305	7553-4-28_BBELPC_05500	7622-3-93_BNKJJA_01585	7622-4-37_HCELOA_06425	7622-4-48_OIGNLO_06390	7622-5-52_DJJKEI_06430	7622-5-56_HCMIMP_03355	7622-5-93_FBDJDO_03975
endA	Cluster_4354	14	7622-5-56_HCMIMP_03365	CDS		endA		DNA-entry nuclease EndA	hypothetical protein	DNA-entry nuclease EndA	hypothetical protein	BlastRules:WP_001036779,GO:0003676,GO:0004519,GO:0005886,GO:0030420,GO:0046872,RefSeq:WP_023396715.1,SO:0001217,UniParc:UPI0003C0DE0C,UniRef:UniRef100_UPI0003C0DE0C,UniRef:UniRef50_P0A3S3,UniRef:UniRef90_P0A3S3	BlastRules:WP_001036779,GO:0003676,GO:0004519,GO:0005886,GO:0030420,GO:0046872,RefSeq:WP_001036779.1,SO:0001217,UniParc:UPI0000051A73,UniRef:UniRef100_P0A3S3,UniRef:UniRef50_P0A3S3,UniRef:UniRef90_P0A3S3;BlastRules:WP_001036779,RefSeq:WP_001036791.1,SO:0001217,UniParc:UPI000153E2F0,UniRef:UniRef100_A0A0B7L7Z9,UniRef:UniRef50_P0A3S3,UniRef:UniRef90_A0A0F2D6F5;PFAM:PF01223.27;BlastRules:WP_001036779,GO:0003676,GO:0004519,GO:0005886,GO:0030420,GO:0046872,RefSeq:WP_001036785.1,SO:0001217,UniParc:UPI00017C181A,UniRef:UniRef100_A0A0E7Y8S8,UniRef:UniRef50_P0A3S3,UniRef:UniRef90_P0A3S3	6952-4-17_LCDOPK_05550	6952-4-19_IDAKCO_04760	6999-1-11_GAMHDO_05680	6999-1-3_MFDHOJ_04860	6999-5-12_GABGCO_02125	6999-5-5_IEJANN_05130		7001-3-2_ILCIHP_06295	7553-4-28_BBELPC_05490	7622-3-93_BNKJJA_01575	7622-4-37_HCELOA_06415	7622-4-48_OIGNLO_06380	7622-5-52_DJJKEI_06420	7622-5-56_HCMIMP_03365	7622-5-93_FBDJDO_03985
rsmA	Cluster_4355	15	7622-5-56_HCMIMP_03465	CDS		rsmA		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA		COG:COG0030,COG:J,EC:2.1.1.182,GO:0000179,GO:0003723,GO:0005737,GO:0052908,RefSeq:WP_001216877.1,SO:0001217,UniParc:UPI00016DBA36,UniRef:UniRef100_B5E2H6,UniRef:UniRef50_Q5XDX4,UniRef:UniRef90_Q04II4	COG:COG0030,COG:J,EC:2.1.1.182,GO:0000179,GO:0003723,GO:0005737,GO:0052908,RefSeq:WP_001216856.1,SO:0001217,UniParc:UPI0000051A88,UniRef:UniRef100_B8ZNY9,UniRef:UniRef50_Q5XDX4,UniRef:UniRef90_Q04II4;COG:COG0030,COG:J,EC:2.1.1.182,GO:0000179,GO:0003723,GO:0005737,GO:0052908,RefSeq:WP_001216867.1,SO:0001217,UniParc:UPI00004A7FB8,UniRef:UniRef100_A0A0T8DED7,UniRef:UniRef50_Q5XDX4,UniRef:UniRef90_Q04II4	6952-4-17_LCDOPK_05455	6952-4-19_IDAKCO_04860	6999-1-11_GAMHDO_05580	6999-1-3_MFDHOJ_04760	6999-5-12_GABGCO_02025	6999-5-5_IEJANN_05030	6999-7-20_BDNIPI_07410	7001-3-2_ILCIHP_06200	7553-4-28_BBELPC_05400	7622-3-93_BNKJJA_01475	7622-4-37_HCELOA_06315	7622-4-48_OIGNLO_06280	7622-5-52_DJJKEI_06325	7622-5-56_HCMIMP_03465	7622-5-93_FBDJDO_04085
ccpA	Cluster_4356	15	7622-5-56_HCMIMP_03540	CDS		ccpA		catabolite control protein A		catabolite control protein A		COG:COG1609,COG:K,GO:0001228,GO:0003677,GO:0005975,GO:0006355,RefSeq:WP_023396470.1,SO:0001217,UniParc:UPI0003C0ECB8,UniRef:UniRef100_UPI0003C0ECB8,UniRef:UniRef50_P25144,UniRef:UniRef90_A0A0B7LMB6	COG:COG1609,COG:K,GO:0001228,GO:0003677,GO:0005975,GO:0006355,RefSeq:WP_000990607.1,SO:0001217,UniParc:UPI00000C9D00,UniRef:UniRef100_A0A9P2WF50,UniRef:UniRef50_P25144,UniRef:UniRef90_A0A0B7LMB6	6952-4-17_LCDOPK_05370	6952-4-19_IDAKCO_04940	6999-1-11_GAMHDO_05495	6999-1-3_MFDHOJ_04680	6999-5-12_GABGCO_01945	6999-5-5_IEJANN_04950	6999-7-20_BDNIPI_07330	7001-3-2_ILCIHP_06120	7553-4-28_BBELPC_10040	7622-3-93_BNKJJA_01400	7622-4-37_HCELOA_06240	7622-4-48_OIGNLO_09875	7622-5-52_DJJKEI_06240	7622-5-56_HCMIMP_03540	7622-5-93_FBDJDO_04160
citB.2	Cluster_4357	15	7622-5-56_HCMIMP_03545	CDS		citB		DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains		DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains		COG:COG2197,COG:TK,KEGG:K07693,RefSeq:WP_023396471.1,SO:0001217,UniParc:UPI0003C0E928,UniRef:UniRef100_UPI0003C0E928,UniRef:UniRef50_V1CNH0,UniRef:UniRef90_A0A0F2D980	COG:COG2197,COG:TK,KEGG:K07693,RefSeq:WP_000866730.1,SO:0001217,UniParc:UPI0000147F81,UniRef:UniRef100_A0A0T8SDX7,UniRef:UniRef50_V1CNH0,UniRef:UniRef90_A0A0F2D980;COG:COG2197,COG:TK,KEGG:K07693,RefSeq:WP_000866724.1,SO:0001217,UniParc:UPI000152F4C1,UniRef:UniRef100_A0A0B7M630,UniRef:UniRef50_V1CNH0,UniRef:UniRef90_A0A0F2D980;COG:COG2197,COG:TK,KEGG:K07693,RefSeq:WP_054387484.1,SO:0001217,UniParc:UPI0005E53E64,UniRef:UniRef100_UPI0005E53E64,UniRef:UniRef50_V1CNH0,UniRef:UniRef90_A0A0F2D980;COG:COG2197,COG:TK,KEGG:K07693,RefSeq:WP_000866703.1,SO:0001217,UniParc:UPI0000051A98,UniRef:UniRef100_Q9S1I7,UniRef:UniRef50_V1CNH0,UniRef:UniRef90_A0A0F2D980	6952-4-17_LCDOPK_05365	6952-4-19_IDAKCO_04945	6999-1-11_GAMHDO_05490	6999-1-3_MFDHOJ_04675	6999-5-12_GABGCO_01940	6999-5-5_IEJANN_04945	6999-7-20_BDNIPI_07325	7001-3-2_ILCIHP_06115	7553-4-28_BBELPC_10045	7622-3-93_BNKJJA_01395	7622-4-37_HCELOA_06235	7622-4-48_OIGNLO_09870	7622-5-52_DJJKEI_06235	7622-5-56_HCMIMP_03545	7622-5-93_FBDJDO_04165
comP.3	Cluster_4358	12	7622-5-56_HCMIMP_03550	CDS		comP		Signal transduction histidine kinase ComP		Signal transduction histidine kinase ComP		COG:COG4585,COG:T,RefSeq:WP_023396472.1,SO:0001217,UniParc:UPI0003C0E774,UniRef:UniRef100_UPI0003C0E774,UniRef:UniRef50_Q9S1I8,UniRef:UniRef90_Q9S1I8	COG:COG4585,COG:T,RefSeq:WP_023396718.1,SO:0001217,UniParc:UPI0003C0F89D,UniRef:UniRef100_UPI0003C0F89D,UniRef:UniRef50_Q9S1I8,UniRef:UniRef90_Q9S1I8;COG:COG4585,COG:T,RefSeq:WP_050199545.1,SO:0001217,UniParc:UPI0005E40072,UniRef:UniRef100_UPI0005E40072,UniRef:UniRef50_Q9S1I8,UniRef:UniRef90_Q9S1I8;COG:COG4585,COG:T,RefSeq:WP_000893503.1,SO:0001217,UniParc:UPI0000051A99,UniRef:UniRef100_Q9S1I8,UniRef:UniRef50_Q9S1I8,UniRef:UniRef90_Q9S1I8	6952-4-17_LCDOPK_05360	6952-4-19_IDAKCO_04950	6999-1-11_GAMHDO_05485	6999-1-3_MFDHOJ_04670	6999-5-12_GABGCO_01935	6999-5-5_IEJANN_04940				7622-3-93_BNKJJA_01390	7622-4-37_HCELOA_06230	7622-4-48_OIGNLO_09865	7622-5-52_DJJKEI_06230	7622-5-56_HCMIMP_03550	7622-5-93_FBDJDO_04170
Cluster_4359	Cluster_4359	4	7622-5-56_HCMIMP_03575__END	unannotated																				START__7622-4-37_HCELOA_11005	START__7622-4-48_OIGNLO_09840	START__7622-5-52_DJJKEI_11000	7622-5-56_HCMIMP_03575__END	
Cluster_4360	Cluster_4360	1	7622-5-56_HCMIMP_03860__7622-5-56_HCMIMP_03865	unannotated																							7622-5-56_HCMIMP_03860__7622-5-56_HCMIMP_03865	
Cluster_4361	Cluster_4361	15	7622-5-56_HCMIMP_03880	CDS				O-antigen polysaccharide polymerase Wzy		O-antigen polysaccharide polymerase Wzy		EC:2.4.1.-,KEGG:K25659,RefSeq:WP_000565082.1,SO:0001217,UniParc:UPI000152B519,UniRef:UniRef100_A0A098YZG6,UniRef:UniRef50_D3H825,UniRef:UniRef90_D3H825	EC:2.4.1.-,KEGG:K25659,RefSeq:WP_000565096.1,SO:0001217,UniParc:UPI000152C25F,UniRef:UniRef100_UPI000152C25F,UniRef:UniRef50_D3H825,UniRef:UniRef90_D3H825;EC:2.4.1.-,KEGG:K25659,RefSeq:WP_000565089.1,SO:0001217,UniParc:UPI0002312B3C,UniRef:UniRef100_A0A0E8J961,UniRef:UniRef50_D3H825,UniRef:UniRef90_D3H825;EC:2.4.1.-,KEGG:K25659,RefSeq:WP_050241578.1,SO:0001217,UniParc:UPI0005EA3E5E,UniRef:UniRef100_UPI0005EA3E5E,UniRef:UniRef50_D3H825,UniRef:UniRef90_D3H825	6952-4-17_LCDOPK_00635	6952-4-19_IDAKCO_02650	6999-1-11_GAMHDO_00520	6999-1-3_MFDHOJ_02530	6999-5-12_GABGCO_01720	6999-5-5_IEJANN_03665	6999-7-20_BDNIPI_09165	7001-3-2_ILCIHP_03485	7553-4-28_BBELPC_01970	7622-3-93_BNKJJA_02010	7622-4-37_HCELOA_05385	7622-4-48_OIGNLO_00020	7622-5-52_DJJKEI_03585	7622-5-56_HCMIMP_03880	7622-5-93_FBDJDO_03310
Cluster_4362	Cluster_4362	15	7622-5-56_HCMIMP_03970__7622-5-56_HCMIMP_03975	unannotated										6952-4-17_LCDOPK_02950__6952-4-17_LCDOPK_02955	6952-4-19_IDAKCO_05050__6952-4-19_IDAKCO_05055	6999-1-11_GAMHDO_02230__6999-1-11_GAMHDO_02235	6999-1-3_MFDHOJ_01730__6999-1-3_MFDHOJ_01735	6999-5-12_GABGCO_05180__6999-5-12_GABGCO_05185	6999-5-5_IEJANN_01365__6999-5-5_IEJANN_01370	6999-7-20_BDNIPI_03175__6999-7-20_BDNIPI_03180	7001-3-2_ILCIHP_05050__7001-3-2_ILCIHP_05055	7553-4-28_BBELPC_04010__7553-4-28_BBELPC_04015	7622-3-93_BNKJJA_05170__7622-3-93_BNKJJA_05175	7622-4-37_HCELOA_08580__7622-4-37_HCELOA_08585	7622-4-48_OIGNLO_03240__7622-4-48_OIGNLO_03245	7622-5-52_DJJKEI_02030__7622-5-52_DJJKEI_02035	7622-5-56_HCMIMP_03970__7622-5-56_HCMIMP_03975	7622-5-93_FBDJDO_04820__7622-5-93_FBDJDO_04825
pyrF	Cluster_4363	15	7622-5-56_HCMIMP_03975	CDS		pyrF		orotidine-5'-phosphate decarboxylase		orotidine-5'-phosphate decarboxylase		COG:COG0284,COG:F,EC:4.1.1.23,GO:0004590,GO:0006207,GO:0044205,RefSeq:WP_001206730.1,SO:0001217,UniParc:UPI000152E028,UniRef:UniRef100_A0A0E8T5G7,UniRef:UniRef50_P0CB75,UniRef:UniRef90_P0CB75	COG:COG0284,COG:F,EC:4.1.1.23,GO:0004590,GO:0006207,GO:0044205,RefSeq:WP_001206724.1,SO:0001217,UniParc:UPI00016DB932,UniRef:UniRef100_B1IAM6,UniRef:UniRef50_P0CB75,UniRef:UniRef90_P0CB75;COG:COG0284,COG:F,EC:4.1.1.23,GO:0004590,GO:0006207,GO:0044205,RefSeq:WP_001864658.1,SO:0001217,UniParc:UPI000328353A,UniRef:UniRef100_A0A9Q9QWM5,UniRef:UniRef50_P0CB75,UniRef:UniRef90_P0CB75;COG:COG0284,COG:F,EC:4.1.1.23,GO:0004590,GO:0006207,GO:0044205,RefSeq:WP_001206723.1,SO:0001217,UniParc:UPI00027355B0,UniRef:UniRef100_A0A0T8CJ19,UniRef:UniRef50_P0CB75,UniRef:UniRef90_P0CB75	6952-4-17_LCDOPK_02950	6952-4-19_IDAKCO_05055	6999-1-11_GAMHDO_02235	6999-1-3_MFDHOJ_01730	6999-5-12_GABGCO_05185	6999-5-5_IEJANN_01370	6999-7-20_BDNIPI_03175	7001-3-2_ILCIHP_05055	7553-4-28_BBELPC_04015	7622-3-93_BNKJJA_05175	7622-4-37_HCELOA_08585	7622-4-48_OIGNLO_03245	7622-5-52_DJJKEI_02035	7622-5-56_HCMIMP_03975	7622-5-93_FBDJDO_04820
Cluster_4364	Cluster_4364	11	7622-5-56_HCMIMP_04070__7622-5-56_HCMIMP_04075	unannotated											6952-4-19_IDAKCO_05150__6952-4-19_IDAKCO_05155	6999-1-11_GAMHDO_02330__6999-1-11_GAMHDO_02335		6999-5-12_GABGCO_05275__6999-5-12_GABGCO_05280	6999-5-5_IEJANN_01475__6999-5-5_IEJANN_01480		7001-3-2_ILCIHP_05155__7001-3-2_ILCIHP_05160	7553-4-28_BBELPC_04105__7553-4-28_BBELPC_04110	7622-3-93_BNKJJA_05270__7622-3-93_BNKJJA_05275	7622-4-37_HCELOA_08680__7622-4-37_HCELOA_08685	7622-4-48_OIGNLO_03350__7622-4-48_OIGNLO_03355	7622-5-52_DJJKEI_02130__7622-5-52_DJJKEI_02135	7622-5-56_HCMIMP_04070__7622-5-56_HCMIMP_04075	
rpmB	Cluster_4365	15	7622-5-56_HCMIMP_04265	CDS		rpmB		50S ribosomal protein L28		50S ribosomal protein L28		COG:COG0227,COG:J,GO:0000311,GO:0003735,GO:0005840,GO:0006412,GO:0022625,GO:1990904,RefSeq:WP_001140948.1,SO:0001217,UniParc:UPI0000051435,UniRef:UniRef100_A8AYZ9,UniRef:UniRef50_Q82ZE4,UniRef:UniRef90_Q8DWE1		6952-4-17_LCDOPK_10010	6952-4-19_IDAKCO_09465	6999-1-11_GAMHDO_09230	6999-1-3_MFDHOJ_09925	6999-5-12_GABGCO_08785	6999-5-5_IEJANN_09505	6999-7-20_BDNIPI_05125	7001-3-2_ILCIHP_05580	7553-4-28_BBELPC_03530	7622-3-93_BNKJJA_04255	7622-4-37_HCELOA_00225	7622-4-48_OIGNLO_08915	7622-5-52_DJJKEI_10455	7622-5-56_HCMIMP_04265	7622-5-93_FBDJDO_05495
acpP.2	Cluster_4366	15	7622-5-56_HCMIMP_04365	CDS		acpP		Acyl carrier protein		Acyl carrier protein		COG:COG0236,COG:I,GO:0000035,GO:0000036,GO:0005829,GO:0009245,RefSeq:WP_000257841.1,SO:0001217,UniParc:UPI000005141F,UniRef:UniRef100_P0A2W0,UniRef:UniRef50_P0A2W0,UniRef:UniRef90_P0A2W0		6952-4-17_LCDOPK_04230	6952-4-19_IDAKCO_09035	6999-1-11_GAMHDO_08875	6999-1-3_MFDHOJ_08680	6999-5-12_GABGCO_07645	6999-5-5_IEJANN_08105	6999-7-20_BDNIPI_05220	7001-3-2_ILCIHP_05480	7553-4-28_BBELPC_03635	7622-3-93_BNKJJA_04355	7622-4-37_HCELOA_00325	7622-4-48_OIGNLO_06705	7622-5-52_DJJKEI_07695	7622-5-56_HCMIMP_04365	7622-5-93_FBDJDO_05595
Cluster_4367	Cluster_4367	15	7622-5-56_HCMIMP_04625__7622-5-56_HCMIMPIGDA_92	unannotated										6952-4-17_LCDOPKNNMA_117__6952-4-17_LCDOPK_07400	6952-4-19_IDAKCO_08295__6952-4-19_IDAKCOMANN_103	6999-1-11_GAMHDOLNIF_107__6999-1-11_GAMHDO_05925	6999-1-3_MFDHOJ_08950__6999-1-3_MFDHOJACBE_106	6999-5-12_GABGCO_05540__6999-5-12_GABGCOFCDB_104	6999-5-5_IEJANN_08375__6999-5-5_IEJANNHHMP_107	6999-7-20_BDNIPI_02310__6999-7-20_BDNIPIMNEB_103	7001-3-2_ILCIHP_08565__7001-3-2_ILCIHPINGC_109	7553-4-28_BBELPC_06485__7553-4-28_BBELPCEAHD_92	7622-3-93_BNKJJA_04925__7622-3-93_BNKJJALABE_99	7622-4-37_HCELOA_04955__7622-4-37_HCELOAPBLE_109	7622-4-48_OIGNLO_06915__7622-4-48_OIGNLOAINF_107	7622-5-52_DJJKEIGIHN_120__7622-5-52_DJJKEI_09995	7622-5-56_HCMIMP_04625__7622-5-56_HCMIMPIGDA_92	7622-5-93_FBDJDO_04425__7622-5-93_FBDJDOPBJI_91
Cluster_4368	Cluster_4368	15	7622-5-56_HCMIMP_04630	CDS				Type II restriction endonuclease		Type II restriction endonuclease		RefSeq:WP_000690676.1,SO:0001217,UniParc:UPI000004A902,UniRef:UniRef100_A0A0B7M744,UniRef:UniRef50_A0A4J2G1Q9,UniRef:UniRef90_A0A4J2G1Q9		6952-4-17_LCDOPK_07395	6952-4-19_IDAKCO_08300	6999-1-11_GAMHDO_05920	6999-1-3_MFDHOJ_08955	6999-5-12_GABGCO_05545	6999-5-5_IEJANN_08380	6999-7-20_BDNIPI_02315	7001-3-2_ILCIHP_08570	7553-4-28_BBELPC_06490	7622-3-93_BNKJJA_04930	7622-4-37_HCELOA_04960	7622-4-48_OIGNLO_06920	7622-5-52_DJJKEI_09990	7622-5-56_HCMIMP_04630	7622-5-93_FBDJDO_04430
Cluster_4369	Cluster_4369	15	7622-5-56_HCMIMP_04630__7622-5-56_HCMIMP_04635	unannotated										6952-4-17_LCDOPK_07390__6952-4-17_LCDOPK_07395	6952-4-19_IDAKCO_08300__END	6999-1-11_GAMHDO_05915__6999-1-11_GAMHDO_05920	6999-1-3_MFDHOJ_08955__6999-1-3_MFDHOJ_08960	6999-5-12_GABGCO_05545__6999-5-12_GABGCO_05550	6999-5-5_IEJANN_08380__6999-5-5_IEJANN_08385	6999-7-20_BDNIPI_02315__6999-7-20_BDNIPI_02320	7001-3-2_ILCIHP_08570__7001-3-2_ILCIHP_08575	7553-4-28_BBELPC_06490__7553-4-28_BBELPC_06495	7622-3-93_BNKJJA_04930__7622-3-93_BNKJJA_04935	7622-4-37_HCELOA_04960__7622-4-37_HCELOA_04965	7622-4-48_OIGNLO_06920__7622-4-48_OIGNLO_06925	7622-5-52_DJJKEI_09985__7622-5-52_DJJKEI_09990	7622-5-56_HCMIMP_04630__7622-5-56_HCMIMP_04635	7622-5-93_FBDJDO_04430__7622-5-93_FBDJDO_04435
yozG	Cluster_4370	15	7622-5-56_HCMIMP_04660	CDS		yozG		DNA-binding transcriptional regulator, XRE family		DNA-binding transcriptional regulator, XRE family		COG:COG3655,COG:K,SO:0001217,UniParc:UPI00004A801C,UniRef:UniRef100_A0A0B7LP89,UniRef:UniRef50_F0GXP6,UniRef:UniRef90_A0A0B7GSD4	COG:COG3655,COG:K,RefSeq:WP_001207345.1,SO:0001217,UniParc:UPI00000516B1,UniRef:UniRef100_A0A062WMU7,UniRef:UniRef50_L0RXK7,UniRef:UniRef90_A0A133KAQ5	6952-4-17_LCDOPK_06830	6952-4-19_IDAKCO_06720	6999-1-11_GAMHDO_09465	6999-1-3_MFDHOJ_08070	6999-5-12_GABGCO_05570	6999-5-5_IEJANN_08410	6999-7-20_BDNIPI_02340	7001-3-2_ILCIHP_08795	7553-4-28_BBELPC_06515	7622-3-93_BNKJJA_04960	7622-4-37_HCELOA_04990	7622-4-48_OIGNLO_02385	7622-5-52_DJJKEI_08190	7622-5-56_HCMIMP_04660	7622-5-93_FBDJDO_04460
Cluster_4371	Cluster_4371	15	7622-5-56_HCMIMP_04725__7622-5-56_HCMIMP_04730	unannotated										6952-4-17_LCDOPK_06890__6952-4-17_LCDOPK_06895	6952-4-19_IDAKCO_06780__6952-4-19_IDAKCO_06785	6999-1-11_GAMHDO_09400__6999-1-11_GAMHDO_09405	6999-1-3_MFDHOJ_08130__6999-1-3_MFDHOJ_08135	6999-5-12_GABGCO_05640__6999-5-12_GABGCO_05645	6999-5-5_IEJANN_08470__6999-5-5_IEJANN_08475	6999-7-20_BDNIPI_02400__6999-7-20_BDNIPI_02405	7001-3-2_ILCIHP_08855__7001-3-2_ILCIHP_08860	7553-4-28_BBELPC_06580__7553-4-28_BBELPC_06585	7622-3-93_BNKJJA_05025__7622-3-93_BNKJJA_05030	7622-4-37_HCELOA_05055__7622-4-37_HCELOA_05060	7622-4-48_OIGNLO_02445__7622-4-48_OIGNLO_02450	7622-5-52_DJJKEI_08250__7622-5-52_DJJKEI_08255	7622-5-56_HCMIMP_04725__7622-5-56_HCMIMP_04730	7622-5-93_FBDJDO_04525__7622-5-93_FBDJDO_04530
Cluster_4372	Cluster_4372	15	7622-5-56_HCMIMP_04730__7622-5-56_HCMIMP_04735	unannotated										6952-4-17_LCDOPK_06895__6952-4-17_LCDOPK_06900	6952-4-19_IDAKCO_06785__6952-4-19_IDAKCO_06790	6999-1-11_GAMHDO_09395__6999-1-11_GAMHDO_09400	6999-1-3_MFDHOJ_08135__6999-1-3_MFDHOJ_08140	6999-5-12_GABGCO_05645__6999-5-12_GABGCO_05650	6999-5-5_IEJANN_08475__6999-5-5_IEJANN_08480	6999-7-20_BDNIPI_02405__6999-7-20_BDNIPI_02410	7001-3-2_ILCIHP_08860__7001-3-2_ILCIHP_08865	7553-4-28_BBELPC_06585__7553-4-28_BBELPC_06590	7622-3-93_BNKJJA_05030__7622-3-93_BNKJJA_05035	7622-4-37_HCELOA_05060__7622-4-37_HCELOA_05065	7622-4-48_OIGNLO_02450__7622-4-48_OIGNLO_02455	7622-5-52_DJJKEI_08255__7622-5-52_DJJKEI_08260	7622-5-56_HCMIMP_04730__7622-5-56_HCMIMP_04735	7622-5-93_FBDJDO_04530__7622-5-93_FBDJDO_04535
Cluster_4373	Cluster_4373	11	7622-5-56_HCMIMP_04825__7622-5-56_HCMIMP_04830	unannotated											6952-4-19_IDAKCO_02440__6952-4-19_IDAKCO_02445	6999-1-11_GAMHDO_07455__6999-1-11_GAMHDO_07460		6999-5-12_GABGCO_08020__6999-5-12_GABGCO_08025		6999-7-20_BDNIPI_07180__6999-7-20_BDNIPI_07185	7001-3-2_ILCIHP_02520__7001-3-2_ILCIHP_02525	7553-4-28_BBELPC_05920__7553-4-28_BBELPC_05925	7622-3-93_BNKJJA_06270__7622-3-93_BNKJJA_06275	7622-4-37_HCELOA_07325__7622-4-37_HCELOA_07330	7622-4-48_OIGNLO_04865__7622-4-48_OIGNLO_04870	7622-5-52_DJJKEI_05885__7622-5-52_DJJKEI_05890	7622-5-56_HCMIMP_04825__7622-5-56_HCMIMP_04830	
lytB.3	Cluster_4374	2	7622-5-56_HCMIMP_04830	CDS		lytB		endo-beta-N-acetylglucosaminidase		endo-beta-N-acetylglucosaminidase		BlastRules:WP_010976495,SO:0001217,UniRef:UniRef50_A0A4M9XBL2											7622-3-93_BNKJJA_06275				7622-5-56_HCMIMP_04830	
